scene_id,trip_id,substance,block,coder_A,coder_B,rater_status,rater_A_individuated,rater_B_individuated,stage1_driver,parent_scene_id,stage1_verdict,verdict_flavour,verdict_source,canonical_span_start,canonical_span_end,scene_word_count,scene_rank_in_trip,canonical_desc,rater_A_excerpt,rater_B_excerpt,narrative_passage,stage1_rationale,verdict_rationale,n_scenes_in_trip,n_convergent_in_trip,n_solo_A_in_trip,n_solo_B_in_trip,n_scenes_rater_A_in_trip,n_scenes_rater_B_in_trip,n_miss_in_trip,n_granularity_in_trip,n_ambiguity_2a_in_trip,n_ambiguity_2b_in_trip,trip_word_count
Psilocybe_11_S05_AB,Psilocybe_11,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,8773,9050,277,6,"Pine trees, sunflower carvings, birds, woodland creatures, rotating 3D crystals, 9 men on bicycles riding over mountains from web-strands","A08,A09,A10,A11,A12","B09,B10,B11,B12,B13,B14,B15,B16","I do remember lots and lots of pine trees, carved reliefs of sunflowers, many different types of birds and other small woodland creatures, rotating 3D crystals made of perfect geometry, and then finally 9 men on bicycles riding over mountains formed in the strands of the web. ",,Both raters individuated this passage.,8,6,0,2,6,8,1,1,0,0,2382
Psilocybe_11_S07_B_RCL,Psilocybe_11,psilocybin,11-20,Francesco,Susana,only_B,False,True,RCL,,MISS,,manual,9560,9900,340,7,"Entity takes his arms, pokes his face/chest while repeating 'you are the universe'",,B17,"The voice that came out was still mine, but it was not me doing the talking. The entity/alien/mushroom had begun to comfort me. It took my arms, extended my pointer finger, and began poking me in the face and chest while it tried to really, really drive home the point that “you are the universe.” 

Normally, we either take such a statemen",No automatic classification; likely genuine miss by other rater,"""Entity took my arms, poked me in the face/chest while repeating 'you are the universe'"" — novel physical-interaction event with the entity established in AB S01/S03/S08. Distinct tactile+auditory+message content not covered by other AB scenes.",8,6,0,2,6,8,1,1,0,0,2382
Psilocybe_11_S08_AB,Psilocybe_11,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,10971,11500,529,8,"Entity revealed with cuttlefish/octopus eyes, roundish head, golden/orange radiance like alive sun looking back",A13,B18,"Once the veil had dissolved away, I was left staring into eyes filled with terrifying wisdom, love, and emotions I cannot begin to understand or describe. They looked like cuttlefish/octopus eyes, though what I was looking at was definitely not an octopus. I remember a roundish head that was vaguely outlined, but that was about it. In place of things like arms and legs, this being operated solely through pure intent and meaning. It felt neither good nor evil. It simply was, and it was absolute perfection. The blues, greens,",,Both raters individuated this passage.,8,6,0,2,6,8,1,1,0,0,2382
Psilocybe_12_S01_B_RCL,Psilocybe_12,psilocybin,11-20,Francesco,Susana,only_B,False,True,RCL,,AMBIGUITY,2a,manual,1283,1350,67,1,Within 10 minutes things getting colorful,,B01,Within 10 minutes things were getting real colorful and I felt very,No automatic classification; likely genuine miss by other rater,"""Within 10 minutes things were getting real colorful"" — early-onset brief general colour-shift summary. Guidelines unclear on whether brief onset-effect summaries constitute a scene.",10,6,2,2,8,8,1,1,2,0,2695
Psilocybe_12_S02_AB,Psilocybe_12,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,2195,2340,145,2,Full kaleidoscope of spinning glowing pinwheels throughout scope of vision,A01,B02,"at 15 minutes I had a full kaleidoscope if spinning glowing pinwheels throughout my scope of vision. 

T+30: 

Kate started to repeat that she di",,Both raters individuated this passage.,10,6,2,2,8,8,1,1,2,0,2695
Psilocybe_12_S03_AB,Psilocybe_12,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,5259,5800,541,3,"Disperses into black microscopic crystals across a dark void; floats in void; exists only as essence, everything that exists",A02,B03,"At that point I dispersed into black microscopic crystals across a dark void. I floated around in this void for a second or a year, time didn’t exist. I existed but only as my basic essence with no attachments to the real world or even the universe. I was everything that existed, there was nothing else. I was outside the universe. I hoped that Sue and Kate had not gotten to this point because I knew it could be terrifying to them. (I could see how some people could see this as the Death of the ego, but I never felt that way and I had n",,Both raters individuated this passage.,10,6,2,2,8,8,1,1,2,0,2695
Psilocybe_12_S04_AB,Psilocybe_12,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,5832,7650,1818,4,Coalesces back into two selves; has conversation with 'trip Doug' who reveals they met 20 years ago at Fire Island,"A03,A04","B04,B05","Then I remember beginning to coalesce back into two selves, my real world self and my trip world self. I had a conversation with my trip self. He said to me “it’s nice to be back isn’t it?” I was overcome with a joyful clarity, like the clarity of the air after a hurricane. None of my real world baggage had returned and I had this sensation of absolute clarity, as if I could see something as clearly at 10ft as I could at 10 miles. I replied that I do not remember being here before. Trip Doug replied that I had been there before, 20 years ago when I had tripped at a house on Fire Island. I then remembered that trip, recalled just getting over that edge that separated reality from this world for the first time that 23 years ago. I remembered much of that trip, details that had been long forgotten. He said “you never got far enough into this world to see me but I could see you. You knew there was more there didn’t you? I was the one who put the idea in your head to trip again. You didn’t even remember the details of your last trip, you just knew for some reason you wanted to come back here. I was the one that made you come back.” 

Trip Doug said “you must remember this feeling. This world is as real as your reality.” 
It was like there were 2 parallel universes sitting next to each other and I could see them both. I knew reality was right next to me and I remember feeling very reassured that it was indeed there, but I didn’t want to go back yet. “It exists side by side with the world you live in but it is just as real. You can never see things this clearly in your world but you can come back here anytime you need to. Remember this clarity and use it in your reality to remember what is important.” We both laughed and the kaleidoscope patterns started again as I merged together with trip Dou",,Both raters individuated this passage.,10,6,2,2,8,8,1,1,2,0,2695
Psilocybe_12_S05_B_FRAG,Psilocybe_12,psilocybin,11-20,Francesco,Susana,only_B,False,True,FRAG,Psilocybe_12_S04_AB,GRANULARITY,,auto,7068,7200,132,5,"Two parallel universes sitting next to each other, can see them both",,B06,It was like there were 2 parallel universes sitting next to each other and I could see them both. I knew reality was right next to m,Span overlaps both parent scene; treated as fragment,Fragment/sub-scene of a holistic scene coded by the other rater. Parent recorded in scenes.csv. Resolved by the data-coding rule: the encompassing scene is the canonical parent; the fragment pools under it for downstream attribute analysis.,10,6,2,2,8,8,1,1,2,0,2695
Psilocybe_12_S06_AB,Psilocybe_12,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,7576,7720,144,6,Kaleidoscope patterns resume as he merges with trip-Doug,A05,B07,"the kaleidoscope patterns started again as I merged together with trip Doug and felt his lightness of spirit and appreciation of life. 

T+ 1:00",,Both raters individuated this passage.,10,6,2,2,8,8,1,1,2,0,2695
Psilocybe_12_S07_AB,Psilocybe_12,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,8009,8550,541,7,"Swimming through blue geometric domino-like objects with Z-shaped white/blue morphing patterns; smooth, felt on skin, dripped off fingers","A06,A07","B08,B09",I was then overcome by the sensation of swimming through these shaped blue geometric objects the approximate size of dominos but of unexplainable geometric complexity and a morphing of Z shaped white and light blue patterns moving across each of the shapes facades. They were perfectly smooth and I swam through and on them. They were beautiful and felt wonderful on my skin. They dripped off my fingers as if they were water. I swam from my wife over to Jen who was lying on the sofa. She looked at me and asked (laughing) “What the Fuck di,,Both raters individuated this passage.,10,6,2,2,8,8,1,1,2,0,2695
Psilocybe_12_S08_AB,Psilocybe_12,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,8878,9020,142,8,"Wife has sparkling halo around her body form, shimmers like a mirage",A08,B10,I could see my wife from where I was lying on the floor and she took on this sparkling halo around her whole body form. She shimmered like a m,,Both raters individuated this passage.,10,6,2,2,8,8,1,1,2,0,2695
Psilocybe_12_S09_A_AMP,Psilocybe_12,psilocybin,11-20,Francesco,Susana,only_A,True,False,AMP,,AMBIGUITY,2a,auto,12092,12160,68,9,Everything takes on shimmering saturated jungle lushness,A09,,everything had taken on shimmering saturated jungle lushness. We hav,"Ambient perceptual-amplification content, no explicit object",Ambient perceptual amplification without a discrete hallucinatory object — the Guidelines do not rule cleanly on whether brightness/colour/shimmer changes alone constitute a scene.,10,6,2,2,8,8,1,1,2,0,2695
Psilocybe_12_S10_A_RCL,Psilocybe_12,psilocybin,11-20,Francesco,Susana,only_A,True,False,RCL,,MISS,,manual,12154,12400,246,10,Watercolor of red apples on emerald green geometric background boils and moves in hypnotic chaotic madness,A10,,We have a large watercolor of red apples floating on an emerald green random geometric background that boiled and moved in beautiful hypnotic chaotic madness. Kate watched it with me and seemed to actually be enjoying it. I apologized again to ev,No automatic classification; likely genuine miss by other rater,"""Watercolor of red apples on emerald green background boiled and moved in hypnotic chaotic madness"" — concrete visual hallucination of a painting transforming. Matches AB S02/S07 (full kaleidoscope, swimming through geometric objects) — pair's criterion strongly covers surface-motion.",10,6,2,2,8,8,1,1,2,0,2695
Psilocybe_13_S01_AB,Psilocybe_13,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,684,830,146,1,Paintings of old German towns on the wall come alive with people walking in them,A01,"B01,B02",The paintings of old German towns above her on the wall were now completely alive with people walking in them like watching a scene from a movie. ,,Both raters individuated this passage.,13,9,1,3,10,12,2,0,1,1,1597
Psilocybe_13_S02_AB,Psilocybe_13,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,1309,1620,311,2,Long blue hairs/tentacles reach down towards his face; feels them; become black octopus consuming him,"A02,A03","B03,B04,B05,B06","As I laid on my bed and let my music play, I suddenly saw a few long blue hairs reaching down towards my face. They got very close and soon, I could actually feel them on my face. These hairs grew thick and dark. They became the blackest color I have ever seen and took the resemblance of tentacles and they wer",,Both raters individuated this passage.,13,9,1,3,10,12,2,0,1,1,1597
Psilocybe_13_S03_AB,Psilocybe_13,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,1876,2100,224,3,In a place full of faces and rooms; wanted to see own face; sees wife's face instead,A04,"B07,B08,B09","I quickly was in a place full of faces and rooms. I was intrigued but then wanted to see my own face. I was able to turn and look into my own space. The face I saw however was not mine, it was my wife’s. Clear as day and it ",,Both raters individuated this passage.,13,9,1,3,10,12,2,0,1,1,1597
Psilocybe_13_S04_AB,Psilocybe_13,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,2254,2500,246,4,At his own funeral staring at wife's crying face being hugged by mourners,A05,"B10,B11,B12","Suddenly her face started to cry and I was not in my head any more but at my own funeral staring at my wife’s face as she was being hugged by the people that came. I felt very happy that I now knew that no matter what, as long as my wife was rece",,Both raters individuated this passage.,13,9,1,3,10,12,2,0,1,1,1597
Psilocybe_13_S05_AB,Psilocybe_13,psilocybin,11-20,Francesco,Susana,both,True,True,,,CONVERGENT,,auto,2700,2950,250,5,Watches first two cells split; consciousness builds human mind from various things,A06,B13,"I watched as the first two cells split for the first time and how later this conscience like thing actually built the human mind from all sorts of things to give itself maybe a structure…. Or purpose. Anyways, it was unclear whether this was the univ",,Both raters individuated this passage.,13,9,1,3,10,12,2,0,1,1,1597
